"RCD","Symbol","HGNC_ID","ENSG_stable","Dependence","Evidence","Exp_organism","Pathway","Confidence","Experiments","Caution","UniProtAC","PMID","Remark","Latest_update","Data_source","Gene_type_hgnc_locus_type_or_other"
"Ferroptosis","FNDC5","HGNC:20240","ENSG00000160097","_NA_","FNDC5/irisin reduces ferroptosis and improves mitochondrial dysfunction in hypoxic cardiomyocytes by Nrf2/HO-1 axis.","Rat","FNDC5 :+: NRF2, NRF2 :-: Ferroptosis, FNDC5 :+: HO-1, HO-1 :-: Ferroptosis","Validated",0,"_NA_","Q8NAU1","35032153","_NA_",2022-11-30,"FerrDb team","gene with protein product"
"Ferroptosis","ATF6","HGNC:791","ENSG00000118217","_NA_","ATF6α induces ferroptotic resistance in PCa cells.","Human, mice","ATF6 :+: PLA2G4A, PLA2G4A :-: Ferroptosis","Validated",0,"_NA_","P18850","35089606","ATF6α in article.",2022-11-30,"FerrDb team","gene with protein product"
"Ferroptosis","BDNF-AS","HGNC:20608","ENSG00000245573","_NA_","Functionally, BDNF-AS overexpression protected GC cells from ferroptosis and promoted the progression of GC and PM.","Human","BDNF-AS :+: WDR5, WDR5 :-: FBXW7, FBXW7 :+: VDAC3 ubiquitination, VDAC3 ubiquitination :+: Ferroptosis","Validated",0,"_NA_","_NA_","35280682","_NA_",2022-11-30,"FerrDb team","RNA, long non-coding"
"Ferroptosis","FGFR4","HGNC:3691","ENSG00000160867","_NA_","Taken together, FGFR4 silencing suppressed xCT expression, induced lipid ROS accumulation, and caused ferroptosis.","Rat","FGFR4 :+: GPX4, GPX4 :-: Ferroptosis, FGFR4 :+: xCT, xCT :-: Ferroptosis","Validated",0,"_NA_","P22455","35466502","_NA_",2022-11-30,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","_NA_","These results indicated that Nrf2 silencing confers sensitivity to lenvatinib‐induced ferroptosis.","Rat","NFE2L2 :-: Ferroptosis","Validated",0,"_NA_","Q16236","35466502","Nrf2 in article.",2022-11-30,"FerrDb team","gene with protein product"
"Ferroptosis","ADORA1","HGNC:262","ENSG00000163485","_NA_","Therefore, we concluded that activation of A1AR and A2bAR increased GPX4 protein, and suppressed ferroptosis during ischemia-reperfusion.","Rat","ADORA1 :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","P30542","35653908","A1AR in article.",2022-11-30,"FerrDb team","gene with protein product"
"Ferroptosis","ADORA2B","HGNC:264","ENSG00000170425","_NA_","Therefore, we concluded that activation of A1AR and A2bAR increased GPX4 protein, and suppressed ferroptosis during ischemia-reperfusion.","Rat","ADORA2B :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","P29275","35653908","A2bAR",2022-11-30,"FerrDb team","gene with protein product"
"Ferroptosis","CircCDK14","_NA_","_NA_","_NA_","CircCDK14 Promotes Tumor Progression and Resists Ferroptosis in Glioma by Regulating PDGFRA","Human, mice","CircCDK14 :-: miR-3938, miR-3938 :-: PDGFRA, PDGFRA :+: GPX4, GPX4 :-: Ferroptosis, PDGFRA :+: SLC7A11, SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","_NA_","35002529","_NA_",2022-11-30,"FerrDb team","RNA, circular"
"Ferroptosis","PDGFRA","HGNC:8803","ENSG00000134853","_NA_","PDGFRA expression is upregulated in glioma and negatively associated with ferroptosis.","Human, mice","PDGFRA :+: GPX4, GPX4 :-: Ferroptosis, PDGFRA :+: SLC7A11, SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","P16234","35002529","_NA_",2022-11-30,"FerrDb team","gene with protein product"
"Ferroptosis","VDR","HGNC:12679","ENSG00000111424","_NA_","VDR activation inhibited ferroptosis.","Mice","VDR :+: (Nrf2/HO-1), (Nrf2/HO-1) :-: Ferroptosis","Predicted",0,"_NA_","P11473","35093024","_NA_",2022-11-30,"FerrDb team","gene with protein product"
"Ferroptosis","PCBP2","HGNC:8648","ENSG00000197111","_NA_","PCBP2 knockdown promotes ferroptosis in malignant mesothelioma","Human, rat","PCBP2 :-: Ferroptosis","Validated",0,"_NA_","Q15366","35089637","_NA_",2022-11-30,"FerrDb team","gene with protein product"
"Ferroptosis","circ-BGN","_NA_","_NA_","_NA_","Knockdown of circ-BGN induces ferroptosis.","Human","circ-BGN :+: SLC7A11, SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","_NA_","35234341","_NA_",2022-11-30,"FerrDb team","RNA, circular"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","_NA_","Overexpression of Nrf2 reverts ferroptosis induction by apatinib.","Human, mice","NFE2L2 :-: VEGFR2, VEGFR2 :+: Ferroptosis, NFE2L2 :-: Keap1, Keap1 :+: Ferroptosis","Validated",0,"_NA_","Q16236","35602105","Nrf2 in article.",2022-11-30,"FerrDb team","gene with protein product"
"Ferroptosis","CBSLR","HGNC:55459","_NA_","Hypoxic conditions","CBSLR inhibition induces ferroptosis under hypoxic conditions.","Human","CBSLR :-: ACSL4, ACSL4 :+: Ferroptosis","Validated",0,"_NA_","_NA_","35499052","_NA_",2022-11-30,"FerrDb team","RNA, long non-coding"
"Ferroptosis","CBS","HGNC:1550","ENSG00000160200","_NA_","CBS has been reported to be involved in ferroptosis as a marker of transsulfuration pathway activity and protects fibrosarcoma and liver cancer cells from ferroptosis.","Human","CBS :-: Ferroptosis","Deduced",0,"_NA_","P35520","35499052","_NA_",2022-11-30,"FerrDb team","gene with protein product"
"Ferroptosis","STAT6","HGNC:11368","ENSG00000166888","_NA_","STAT6 inhibits ferroptosis and alleviates acute lung injury via regulating P53/SLC7A11 pathway","Human, mice","STAT6 :-: CBP, CBP :+: P53 acetylation, P53 acetylation :-: SLC7A11, SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","P42226","35668064","_NA_",2022-11-30,"FerrDb team","gene with protein product"
"Ferroptosis","OIP5-AS1","HGNC:43563","ENSG00000247556","_NA_","OIP5-AS1 inhibition significantly inhibited EC cell viability and proliferation, induced ferroptosis, and downregulated GPX4 levels, while GPX4 reversed these effects.","Human","OIP5-AS1 :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","_NA_","35872956","_NA_",2022-11-30,"FerrDb team","RNA, long non-coding"
"Ferroptosis","HNRNPD","HGNC:5036","ENSG00000138668","_NA_","AUF1 antagonizes ferroptosis by regulating NRF2 and ATF3 oppositely.","Human, mice","HNRNPD :+: NRF2, NRF2 :-: Ferroptosis, HNRNPD :-: ATF3, ATF3 :+: Ferroptosis","Validated",0,"_NA_","Q14103","35391558","AUF1 in article.",2022-11-30,"FerrDb team","gene with protein product"
"Ferroptosis","ESR1","HGNC:3467","ENSG00000091831","_NA_","ESR1 inhibits ionizing radiation-induced ferroptosis in breast cancer cells via the NEDD4L/CD71 pathway","Human","ESR1 :+: NEDD4L, NEDD4L :-: CD71 ,CD71 :+: Ferroptosis","Validated",0,"_NA_","P03372","35613689","_NA_",2022-11-30,"FerrDb team","gene with protein product"
"Ferroptosis","circRNA_101093","_NA_","_NA_","_NA_","Moreover, cir93 desensitized LUAD cells to ferroptosis by upregulating the expression of FABP3.","Human","circRNA_101093 :+: FABP3, FABP3 :-: Ferroptosis","Deduced",0,"_NA_","_NA_","35184419","cir93 in article.",2022-12-07,"FerrDb team","RNA, circular"
"Ferroptosis","LINC01564","HGNC:51361","ENSG00000235899","_NA_","LINC01564 Promotes the TMZ Resistance of Glioma Cells by Upregulating NFE2L2 Expression to Inhibit Ferroptosis.","Human","LINC01564 :+: NFE2L2, NFE2L2 :-: Ferroptosis","Validated",0,"_NA_","_NA_","35420382","_NA_",2022-12-07,"FerrDb team","RNA, long non-coding"
"Ferroptosis","SRSF1","HGNC:10780","ENSG00000136450","_NA_","SRSF1 positively regulates NFE2L2 to inhibit ferroptosis of TMZ-resistant glioma cells.","Human","SRSF1 :+: NFE2L2, NFE2L2 :-: Ferroptosis","Validated",0,"_NA_","Q07955","35420382","_NA_",2022-12-07,"FerrDb team","gene with protein product"
"Ferroptosis","APELA","HGNC:48925","ENSG00000248329","_NA_","Elabela alleviates ferroptosis, myocardial remodeling, fibrosis and heart dysfunction in hypertensive mice by modulating the IL-6/STAT3/GPX4 signaling.","Mice","APELA :-: IL-6, IL-6 :+: STAT3, STAT3 :+: Ferroptosis","Validated",0,"_NA_","P0DMC3","35122997","Elabela in article.",2022-12-07,"FerrDb team","gene with protein product"
"Ferroptosis","circ_0072464","_NA_","_NA_","_NA_","circ_0072464 Upregulated NRF2 by Sponging miR-431 to Inhibit NPC Ferroptosis.","Mice","circ_0072464 :-: miR-431, miR-431 :-: NRF2, NRF2 :-: Ferroptosis","Validated",0,"_NA_","_NA_","35814268","_NA_",2022-12-07,"FerrDb team","RNA, circular"
"Ferroptosis","MIR29A","HGNC:31605","ENSG00000207980","Exosomes Derived from HO-1/BMMSCs","miR-29a-3p in Exosomes from Heme Oxygenase-1 Modified Bone Marrow Mesenchymal Stem Cells Alleviates Steatotic Liver Ischemia-Reperfusion Injury in Rats by Suppressing Ferroptosis via Iron Responsive Element Binding Protein 2.","Rat","MIR29A :-: IREB2, IREB2 :+: Ferroptosis","Validated",0,"_NA_","_NA_","35720183","miR-29a-3p in article.",2022-12-07,"FerrDb team","RNA, micro"
"Ferroptosis","CERS6-AS1","HGNC:44485","ENSG00000227617","_NA_","CERS6-AS1 Facilitates Oncogenesis and Restrains Ferroptosis in Papillary Thyroid Carcinoma by Serving as a ceRNA through miR-497-5p/LASP1 Axis.","Human","CERS6-AS1 :+: miR-497-5p, miR-497-5p :-: LASP1, LASP1 :+: Ferroptosis","Validated",0,"_NA_","_NA_","35777805","_NA_",2022-12-07,"FerrDb team","RNA, long non-coding"
"Ferroptosis","BRCA1","HGNC:1100","ENSG00000012048","Haploinsufficiency","BRCA1 haploinsufficiency promotes chromosomal amplification under Fenton reaction-based carcinogenesis through ferroptosis-resistance.","Rat","BRCA1 :-: Ferroptosis","Validated",0,"_NA_","P38398","35667247","_NA_",2022-12-07,"FerrDb team","gene with protein product"
"Ferroptosis","SCD","HGNC:10571","ENSG00000099194","_NA_","Inhibition of SCD1/FADS2 promotes ferroptosis in ascites-derived OvCa cells.","Human","SCD :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","O00767","35547771","SCD1 in article.",2022-12-07,"FerrDb team","gene with protein product"
"Ferroptosis","FADS2","HGNC:3575","ENSG00000134824","_NA_","Inhibition of SCD1/FADS2 promotes ferroptosis in ascites-derived OvCa cells.","Human","FADS2 :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","O95864","35547771","_NA_",2022-12-07,"FerrDb team","gene with protein product"
"Ferroptosis","ADIPOR1","HGNC:24040","ENSG00000159346","_NA_","AdipoR1 knockdown significantly inhibited expression of Nrf2 and xCT and, furthermore, increased both IR- and erastin-induced ferroptosis, which could be abolished by the rescue of Nrf2 and xCT.","Human","ADIPOR1 :+: SLC7A11, SLC7A11 :-: Ferroptosis, ADIPOR1 :+: NRF2, NRF2 :-: Ferroptosis","Validated",0,"_NA_","Q96A54","35733794","_NA_",2022-12-07,"FerrDb team","gene with protein product"
"Ferroptosis","NOS2","HGNC:7873","ENSG00000007171","_NA_","Inhibition of iNOS by L-NIL sensitizes M1 microglia to ferroptosis in vivo.","Rat","NOS2 :-: Ferroptosis","Validated",0,"_NA_","P35228","35262869","iNOS in artilce.",2022-12-08,"FerrDb team","gene with protein product"
"Ferroptosis","TNF","HGNC:11892","ENSG00000232810","_NA_","Here we found that TNF can inhibit ferroptosis independent of its proinflammatory function.","Mice","TNF :+: (TNFR2/NF-κB), (TNFR2/NF-κB) :-: Ferroptosis","Validated",0,"_NA_","P01375","35115492","_NA_",2022-12-08,"FerrDb team","gene with protein product"
"Ferroptosis","SLC7A11","HGNC:11059","ENSG00000151012","_NA_","Effective knockdown of SLC7A11 sensitized TNF-treated fibroblasts to ferroptosis upon RSL3 treatment.","Mice","SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","Q9UPY5","35115492","_NA_",2022-12-08,"FerrDb team","gene with protein product"
"Ferroptosis","GCLC","HGNC:4311","ENSG00000001084","_NA_","Furthermore, the GCLC inhibitor buthionine sulfoximine (BSO) negated TNF-induced ferroptosis resistance (Fig. 6e), and knockdown of GCLC sensitized TNF-treated fibroblasts to ferroptosis.","Mice","GCLC :-: Ferroptosis","Validated",0,"_NA_","P48506","35115492","_NA_",2022-12-08,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","_NA_","Knockdown of Nrf2 blocked the inhibitory effect of UMB on oxidative stress and ferroptosis in HK-2 cells induced by HG.","Mice","NFE2L2 :-: ACSL4, ACSL4 :+: Ferroptosis, NFE2L2 :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","Q16236","35278496","Nrf2 in article.",2022-12-08,"FerrDb team","gene with protein product"
"Ferroptosis","SLC3A2","HGNC:11026","ENSG00000168003","_NA_","SLC3A2 inhibits ferroptosis in laryngeal carcinoma via mTOR pathway","Human, mice","SLC3A2 :-: mTOR, mTOR :+: Ferroptosis","Validated",0,"_NA_","P08195","35057861","_NA_",2022-12-08,"FerrDb team","gene with protein product"
"Ferroptosis","FXR1","HGNC:4023","ENSG00000114416","_NA_","Knockdown of FXR1 could overcome TMZ-resistance by promoting ferroptosis.","Human","FXR1 :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","P51114","35294905","_NA_",2022-12-11,"FerrDb team","gene with protein product"
"Ferroptosis","ZSCAN25","HGNC:21961","ENSG00000197037","_NA_","ZNF498 promotes hepatocellular carcinogenesis by suppressing p53-mediated apoptosis and ferroptosis via the attenuation of p53 Ser46 phosphorylation.","Human","ZSCAN25 :-: p53, p53 :+: Ferroptosis","Validated",0,"_NA_","Q6NSZ9","35227287","ZNF498 in article.",2022-12-11,"FerrDb team","gene with protein product"
"Ferroptosis","GGT1","HGNC:4250","ENSG00000100031","_NA_","Inhibition of GGT1 promotes cystine deprivation–induced ferroptosis at HD.","Human","GGT1 :-: Ferroptosis","Validated",0,"_NA_","P19440","35148992","_NA_",2022-12-11,"FerrDb team","gene with protein product"
"Ferroptosis","CCT3","HGNC:1616","ENSG00000163468","_NA_","Our study demonstrates that CCT3 contributes to the proliferation and growth of LUAD cells through inhibition of ferroptosis and activation of AKT.
","Human","CCT3 :+: SLC7A11, SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","P49368","35773623","_NA_",2022-12-11,"FerrDb team","gene with protein product"
"Ferroptosis","HSPA5","HGNC:5238","ENSG00000044574","_NA_","Knockdown of HSPA5 reverses the inhibitory effect of knockdown of SND1 on ferroptosis in IL-1β-treated primary chondrocytes.","Mice, rat","HSPA5 :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","P11021","35320827","_NA_",2022-12-11,"FerrDb team","gene with protein product"
"Ferroptosis","HSPA5","HGNC:5238","ENSG00000044574","_NA_","HSPA5 repressed ferroptosis to promote colorectal cancer development by maintaining GPX4 stability.","Human","HSPA5 :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","P11021","35723198","_NA_",2022-12-14,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","_NA_","Nrf2 and its downstream effectors, such as HO-1 and NQO-1, are considered key factors in mitigating lipid peroxidation and ferroptosis.","Mice","NFE2L2 :+: HO-1, HO-1 :-: Ferroptosis, NFE2L2 :+: NQO-1, NQO-1 :-: Ferroptosis","Deduced",0,"_NA_","Q16236","35359876","Nrf2 in article.",2022-12-14,"FerrDb team","gene with protein product"
"Ferroptosis","NFE2L2","HGNC:7782","ENSG00000116044","_NA_","NRF2 inhibits AGE-induced ferroptosis in ECTs.","Mice","NFE2L2 :+: NQO1, NQO1 :-: Ferroptosis, NFE2L2 :+: SLC7A11, SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","Q16236","35256941","Nrf2 in article.",2022-12-14,"FerrDb team","gene with protein product"
"Ferroptosis","AIFM2","HGNC:21411","ENSG00000042286","_NA_","Moreover, FSP1 knockdown annulled the inhibition of ginsenoside Rg1 on ferroptosis.","Human,rat","AIFM2 :-: Ferroptosis","Validated",0,"_NA_","Q9BRQ8","35774015","FSP1 in article.",2022-12-14,"FerrDb team","gene with protein product"
"Ferroptosis","FTH1","HGNC:3976","ENSG00000167996","_NA_","FTH inhibits ferroptosis by chelating intracellular Fe‍2+ and suppressing lipid peroxidation.","Human","FTH1 :-: Ferroptosis","Validated",0,"_NA_","P02794","35903602","FTH in article.",2022-12-14,"FerrDb team","gene with protein product"
"Ferroptosis","GPX7","HGNC:4559","ENSG00000116157","_NA_","Knockdown of GPX7 enhanced erastin-induced ferroptosis in vivo.","Human","GPX7 :-: Ferroptosis","Validated",0,"_NA_","Q96SL4","35127512","_NA_",2022-12-14,"FerrDb team","gene with protein product"
"Ferroptosis","AURKA","HGNC:11393","ENSG00000087586","_NA_","Inhibition of AURKA Promotes Ferroptosis in NSCLC Cells.","Human","AURKA :+: GPX4, GPX4 :-: Ferroptosis, AURKA :+: xCT, xCT :-: Ferroptosis, AURKA :-: PTGS2, PTGS2 :+: Ferroptosis, AURKA :-: ACSL4, ACSL4 :+: Ferroptosis","Validated",0,"_NA_","O14965","35875069","_NA_",2022-12-14,"FerrDb team","gene with protein product"
"Ferroptosis","SENP1","HGNC:17927","ENSG00000079387","_NA_","SENP1 inhibition enhances erastin-induced ferroptosis of lung cancer cells.","Human, mice","SENP1 :-: A20, A20 :+: ACSL4, ACSL4 :+: Ferroptosis, SENP1 :-: A20, A20 :-: SLC7A11, SLC7A11 :-: Ferroptosis, SENP1 :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","Q9P0U3","35280420","_NA_",2022-12-14,"FerrDb team","gene with protein product"
"Ferroptosis","NUP62","HGNC:8066","ENSG00000213024","p53 wild-type","P62 overexpression facilitates ferroptosis and inhibits SLC7A11 expression in p53 mutant GBM, while attenuates ferroptosis and promotes SLC7A11 expression in p53 wild-type GBM.","Human","NUP62 :+: SLC7A11, SLC7A11 :-: Ferroptosis","Validated",0,"_NA_","P37198","35216629","p62 in article.",2022-12-14,"FerrDb team","gene with protein product"
"Ferroptosis","CAV-1","HGNC:1527","ENSG00000105974","_NA_","Cav-1 overexpression inhibits ferroptosis by AMPK/Nrf2/Fpn pathway.","Mice","CAV-1 :+: (AMPK/Nrf2/Fpn), (AMPK/Nrf2/Fpn) :-: Ferroptosis","Validated",0,"_NA_","Q03135","35350885","_NA_",2022-12-14,"FerrDb team","gene with protein product"
"Ferroptosis","KAT5","HGNC:5275","ENSG00000172977","_NA_","KAT5 Reduces OGD-Induced Cardiomyocyte Ferroptosis.","Rat","KAT5 :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","Q92993","35685642","_NA_",2022-12-14,"FerrDb team","gene with protein product"
"Ferroptosis","GRSF1","HGNC:4610","ENSG00000132463","_NA_","Knockdown of Grsf1 sensitizes cardiomyocytes to H2O2-induced ferroptosis and weakens the protective effect of GEN against myocardial injury.","Rat","GRSF1 :+: GPX4, GPX4 :-: Ferroptosis","Validated",0,"_NA_","Q12849","35600863","_NA_",2022-12-14,"FerrDb team","gene with protein product"
"Ferroptosis","GDF15","HGNC:30142","ENSG00000130513","_NA_","GDF15 was significantly increased in neuronal ferroptosis and silencing GDF15 aggravated ferroptosis both in vitro and in vivo.","Mice","GDF15 :+: (p62/Keap1/Nrf2), (p62/Keap1/Nrf2) :+: Ferroptosis","Validated",0,"_NA_","Q99988","35860670","_NA_",2022-12-14,"FerrDb team","gene with protein product"
"Ferroptosis","GPX4","HGNC:4556","ENSG00000167468","_NA_","GPX4 degradation via chaperone-mediated autophagy contributes to antimony-triggered neuronal ferroptosis","Rat","GPX4 :-: Ferroptosis","Validated",0,"_NA_","P36969","35305351","_NA_",2022-12-18,"FerrDb team","gene with protein product"
