,unique_id,target_id,regulator_id,disease_id,drug_id,unique_id,Regulation,drug2ferroptosis,drug2regulator,drug2target,regulator to target gene,regulator2ferroptosis,target_role4ferroptosis,Vivo model,ReferenceID,disease_detail_icd,disease_detail,in_vitro,Cell Line,pathway_id,Cell_progress
972,unique01791,P36969,.,ICD-11: 2C73,Apatinib,unique01791,"Apatinib combined with olaparib-induced ferroptosis via a p53-dependent manner in ovarian cancer. Further studies showed that apatinib combined with olaparib-induced ferroptosis by inhibiting the expression of Nrf2 and autophagy, thereby inhibiting the expression of GPX4. The Nrf2 activator RTA408 and the autophagy activator rapamycin rescued the combination drug-induced ferroptosis.",Inducer,.,Down regulation,.,.,Suppressor,.,REF001016,ICD-11: 2C73,Ovarian cancer,CELL00070; CELL00608,A2780; OVCAR3,Ferroptosis (hsa04216),Cell ferroptosis; Cell autophagy
973,unique00810,P36969,.,ICD-11: 2C73,Triptolide,unique00810,"Tripterygium (TG) can effectively inhibit the proliferation of drug-resistant ovarian tumor cells A2780/DDP and increase the sensitivity to cisplatin chemotherapy both invitro and invivo. In terms of mechanism, TG induces ferroptosis by targeting the NRF2/GPX4 signal axis to weaken the antioxidant capacity of cancer cells.",Inducer,.,Down regulation,.,.,Suppressor,"All female BALB/cnude mice(4-6 weeks old, 15-20 g) were purchased from Hunan SJA Laboratory Animal Co., Ltd. (Changsha, China). They were raised in specific pathogen-free conditions and allowed to access sterile water and food freely. A2780/DDP cell suspension (100 uL) with a density of 1 x 10<sup>7</sup> cells/mL was injected subcutaneously into the axilla of the mice. After observing the nude mice for a week, it was confirmed that subcutaneous A2780/DDP cells were inoculated successfully. Sterile saline (100 uL) was injected into the abdominal cavity of the nude mice in the control group for 14 days. The mice in the DDP treatment group were given DDP (4 mg/kg/day) intraperitoneally on the first and eighth days. TG (100 uL, 1 mg/kg) diluted with sterile physiological saline were injected into the abdominal cavity of the nude mice in the TG treatment group for 14 days. In addition, the nude mice in the TG + DDP treatment group were given TG (100 uL, 1 mg/kg) for 14 days and DDP (4 mg/kg/day) intraperitoneally on the first and eighth days.",REF001025,ICD-11: 2C73,Ovarian cancer,CELL00511,A2780/DDP,Ferroptosis (hsa04216),Cell ferroptosis
974,unique01788,P36969,.,ICD-11: 2C73,Olaparib,unique01788,"Apatinib combined with olaparib-induced ferroptosis via a p53-dependent manner in ovarian cancer. Further studies showed that apatinib combined with olaparib-induced ferroptosis by inhibiting the expression of Nrf2 and autophagy, thereby inhibiting the expression of GPX4. The Nrf2 activator RTA408 and the autophagy activator rapamycin rescued the combination drug-induced ferroptosis.",Inducer,.,Down regulation,.,.,Suppressor,.,REF001016,ICD-11: 2C73,Ovarian cancer,CELL00070; CELL00608,A2780; OVCAR3,Ferroptosis (hsa04216),Cell ferroptosis; Cell autophagy
975,unique01695,P36969,MIMAT0000416,ICD-11: 2C73,.,unique01695,"FZD7 was a direct target of miR-1-3p, which inhibited the expression of FZD7 by binding to the 3'-untranslated region (3'UTR) site of FZD7. In ovarian cancer tissues, overexpression of FZD7 reduced the sensitivity of platinum-resistant ovarian cancer cells to ferroptosis by up-regulating GPX4 expression.",.,.,.,Down regulation,Driver,Suppressor,.,REF000913,ICD-11: 2C73,Ovarian cancer,CELL00329; CELL00479; CELL00128; CELL00057,HOSE; HO8910; SKOV3; 293T,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis
976,unique00620,P36969,.,ICD-11: 2C73,Norcantharidin,unique00620,"Nuclear factor erythroid 2-related factor 2 (NRF2), heme oxygenase 1 (HO-1), glutathione peroxidase 4 (GPX4) and solute carrier family 7 member 11 (xCT) expression levels were significantly decreased following norcantharidin (NCTD) treatment. Collectively, NCTD may represent a potent anticancer agent in ovarian cancer cells, and NCTD-induced ferroptotic cell death may be achieved by inhibiting the NRF2/HO-1/GPX4/xCT axis.",Inducer,.,Down regulation,.,.,Suppressor,"Athymic nu/nu female mice aged 6-8 weeks (n = 9; mean weight, 20.21 &plusmn; 1.54 g) were purchased from the specific pathogen SPF (Beijing) Lab Animals Technology Co. Ltd. Mice were housed in a temperature- and humidity-controlled environment (20-24 , 45-55% humidity), with free access to food and water and in groups of three. All procedures were reviewed and approved by the Institutional Animal Care and Use Committee (IACUC ID: 17-3256) at Nantong University and performed in accordance with the NIH Guide for the Care and Use of Laboratory Animals.",REF000845,ICD-11: 2C73,Ovarian cancer,CELL00128; CELL00608,SKOV3; OVCAR-3,Ferroptosis (hsa04216),Cell ferroptosis
977,unique01049,P36969,O75084,ICD-11: 2C73,.,unique01049,"Overexpression of FZD7 activated the oncogenic factor Tp63, driving upregulation of glutathione metabolism pathways, including glutathione peroxidase 4 (GPX4), which protected cells from chemotherapy-induced oxidative stress. FZD7 platinum-tolerant ovarian cancer cells were more sensitive and underwent ferroptosis after treatment with GPX4 inhibitors.",.,.,.,Up regulation,Suppressor,Suppressor,"To develop platinum resistant OC cells in vivo, female (6-8 weeks old) athymic nude mice (Foxn1nu, Envigo) were injected subcutaneously (s.c.) with 2 million SKOV3 or OVCAR3 cells, or intraperitoneally (i.p.) with 2 million OVCAR5 cells to induce tumors.",REF000264,ICD-11: 2C73,Ovarian cancer,CELL00128; CELL00608; CELL00388; CELL00247; CELL00535; CELL00252; CELL00416,SKOV3; OVCAR3; OVCAR5; COV362; FT190; PEO1; PEO4,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation
978,unique01050,P36969,Q9H3D4,ICD-11: 2C73,.,unique01050,"Overexpression of FZD7 activated the oncogenic factor Tp63, driving upregulation of glutathione metabolism pathways, including glutathione peroxidase 4 (GPX4), which protected cells from chemotherapy-induced oxidative stress. FZD7 platinum-tolerant ovarian cancer cells were more sensitive and underwent ferroptosis after treatment with GPX4 inhibitors.",.,.,.,Up regulation,Suppressor,Suppressor,"To develop platinum resistant OC cells in vivo, female (6-8 weeks old) athymic nude mice (Foxn1nu, Envigo) were injected subcutaneously (s.c.) with 2 million SKOV3 or OVCAR3 cells, or intraperitoneally (i.p.) with 2 million OVCAR5 cells to induce tumors.",REF000264,ICD-11: 2C73,Ovarian cancer,CELL00128; CELL00608; CELL00388; CELL00247; CELL00535; CELL00252; CELL00416,SKOV3; OVCAR3; OVCAR5; COV362; FT190; PEO1; PEO4,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation
979,unique00619,P09601,.,ICD-11: 2C73,Norcantharidin,unique00619,"Nuclear factor erythroid 2-related factor 2 (NRF2), heme oxygenase 1 (HO-1), glutathione peroxidase 4 (GPX4) and solute carrier family 7 member 11 (xCT) expression levels were significantly decreased following norcantharidin (NCTD) treatment. Collectively, NCTD may represent a potent anticancer agent in ovarian cancer cells, and NCTD-induced ferroptotic cell death may be achieved by inhibiting the NRF2/ HO-1/GPX4/xCT axis.",Inducer,.,Down regulation,.,.,Suppressor,"Athymic nu/nu female mice aged 6-8 weeks (n = 9; mean weight, 20.21 &plusmn; 1.54 g) were purchased from the specific pathogen SPF (Beijing) Lab Animals Technology Co. Ltd. Mice were housed in a temperature- and humidity-controlled environment (20-24 , 45-55% humidity), with free access to food and water and in groups of three. All procedures were reviewed and approved by the Institutional Animal Care and Use Committee (IACUC ID: 17-3256) at Nantong University and performed in accordance with the NIH Guide for the Care and Use of Laboratory Animals.",REF000845,ICD-11: 2C73,Ovarian cancer,CELL00128; CELL00608,SKOV3; OVCAR-3,Ferroptosis (hsa04216),Cell ferroptosis
980,unique01790,Q16236,.,ICD-11: 2C73,Apatinib,unique01790,"Apatinib combined with olaparib-induced ferroptosis via a p53-dependent manner in ovarian cancer. Further studies showed that apatinib combined with olaparib-induced ferroptosis by inhibiting the expression of Nrf2 and autophagy, thereby inhibiting the expression of GPX4. The Nrf2 activator RTA408 and the autophagy activator rapamycin rescued the combination drug-induced ferroptosis.",Inducer,.,Down regulation,.,.,Marker/Suppressor,.,REF001016,ICD-11: 2C73,Ovarian cancer,CELL00070; CELL00608,A2780; OVCAR3,Ferroptosis (hsa04216),Cell ferroptosis; Cell autophagy
981,unique00809,Q16236,.,ICD-11: 2C73,Triptolide,unique00809,"Tripterygium (TG) can effectively inhibit the proliferation of drug-resistant ovarian tumor cells A2780/DDP and increase the sensitivity to cisplatin chemotherapy both invitro and invivo. In terms of mechanism, TG induces ferroptosis by targeting the NRF2/GPX4 signal axis to weaken the antioxidant capacity of cancer cells.",Inducer,.,Down regulation,.,.,Marker/Suppressor,"All female BALB/cnude mice(4-6 weeks old, 15-20 g) were purchased from Hunan SJA Laboratory Animal Co., Ltd. (Changsha, China). They were raised in specific pathogen-free conditions and allowed to access sterile water and food freely. A2780/DDP cell suspension (100 uL) with a density of 1 x 10<sup>7</sup> cells/mL was injected subcutaneously into the axilla of the mice. After observing the nude mice for a week, it was confirmed that subcutaneous A2780/DDP cells were inoculated successfully. Sterile saline (100 uL) was injected into the abdominal cavity of the nude mice in the control group for 14 days. The mice in the DDP treatment group were given DDP (4 mg/kg/day) intraperitoneally on the first and eighth days. TG (100 uL, 1 mg/kg) diluted with sterile physiological saline were injected into the abdominal cavity of the nude mice in the TG treatment group for 14 days. In addition, the nude mice in the TG + DDP treatment group were given TG (100 uL, 1 mg/kg) for 14 days and DDP (4 mg/kg/day) intraperitoneally on the first and eighth days.",REF001025,ICD-11: 2C73,Ovarian cancer,CELL00511,A2780/DDP,Ferroptosis (hsa04216),Cell ferroptosis
982,unique00618,Q16236,.,ICD-11: 2C73,Norcantharidin,unique00618,"Nuclear factor erythroid 2-related factor 2 (NRF2), heme oxygenase 1 (HO-1), glutathione peroxidase 4 (GPX4) and solute carrier family 7 member 11 (xCT) expression levels were significantly decreased following norcantharidin (NCTD) treatment. Collectively, NCTD may represent a potent anticancer agent in ovarian cancer cells, and NCTD-induced ferroptotic cell death may be achieved by inhibiting the NRF2/HO-1/GPX4/xCT axis.",Inducer,.,Down regulation,.,.,Marker/Suppressor,"Athymic nu/nu female mice aged 6-8 weeks (n = 9; mean weight, 20.21 &plusmn; 1.54 g) were purchased from the specific pathogen SPF (Beijing) Lab Animals Technology Co. Ltd. Mice were housed in a temperature- and humidity-controlled environment (20-24 , 45-55% humidity), with free access to food and water and in groups of three. All procedures were reviewed and approved by the Institutional Animal Care and Use Committee (IACUC ID: 17-3256) at Nantong University and performed in accordance with the NIH Guide for the Care and Use of Laboratory Animals.",REF000845,ICD-11: 2C73,Ovarian cancer,CELL00128; CELL00608,SKOV3; OVCAR-3,Ferroptosis (hsa04216),Cell ferroptosis
983,unique01787,Q16236,.,ICD-11: 2C73,Olaparib,unique01787,"Apatinib combined with olaparib-induced ferroptosis via a p53-dependent manner in ovarian cancer. Further studies showed that apatinib combined with olaparib-induced ferroptosis by inhibiting the expression of Nrf2 and autophagy, thereby inhibiting the expression of GPX4. The Nrf2 activator RTA408 and the autophagy activator rapamycin rescued the combination drug-induced ferroptosis.",Inducer,.,Down regulation,.,.,Marker/Suppressor,.,REF001016,ICD-11: 2C73,Ovarian cancer,CELL00070; CELL00608,A2780; OVCAR3,Ferroptosis (hsa04216),Cell ferroptosis; Cell autophagy
984,unique01816,P53985,.,ICD-11: 2C73,NL01,unique01816,"NL01 induced iron death and inhibited ovarian cancer proliferation. NL01 was able to reduce the expression of HCAR1/MCT1 (SLC16A1) and activate the AMPK signaling pathway in ovarian cancer cells, which in turn induced cellular ferroptosis via SREBP1 (SREBF1) pathway. SCD1 (Stearoyl-CoA desaturase-1) is the downstream target of SREBP1. Further study showed that NL01 promoted the downregulation of GPX4 expression.",Inducer,.,Down regulation,.,.,Suppressor,"BALB/c Nude female mice were adjusted for 7 days in a SPF room and divided into 2 groups (6 mice per group): DMSO and NL01 (5 mg/kg). NL01 was dissolved in 1% carboxymethylcellulose (Millipore, USA). DMSO (control) used the same volume of vehicle (1% carboxymethylcellulose). HO8910PM cells were grown in tissue culture, and counted. 1 x 10<sup>6</sup> cells were inoculated to subcutaneously. Ten days after inoculation, the drugs were administered every five days subcutaneously to the mice for 15 days.",REF001046,ICD-11: 2C73,Ovarian cancer,CELL00532; CELL00341,Anglne; HO8910PM,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216); AMPK signaling pathway (hsa04152),Cell ferroptosis; Cell proliferation
985,unique01456,Q9UPY5,ENSG00000241158,ICD-11: 2C73,.,unique01456,"ADAMTS9-AS1 regulated SLC7A11 expression through miR-587, thereby affecting ferroptosis, proliferation and migration of Epithelial ovarian cancer cells.",.,.,.,Up regulation,Suppressor,Suppressor,.,REF000690,ICD-11: 2C73,Epithelial ovarian cancer,CELL00263; CELL00608; CELL00079,ES-2; OVCAR3; CAOV-3,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation; Cell migration
986,unique01717,Q9UPY5,.,ICD-11: 2C73,.,unique01717,"circSnx12 can be a molecular sponge of miR-194-5p, which targets SLC7A11. According to our findings, circSnx12 ameliorates cisplatin resistance by blocking ferroptosis via a miR-194-5p/SLC7A11 pathway. CircARNT2 may thus serve as an effective therapeutic target for overcoming cisplatin resistance in ovarian cancer.",.,.,.,Up regulation,Suppressor,Suppressor,.,REF000937,ICD-11: 2C73,Ovarian cancer,CELL00128; CELL00070,SKOV3; A2780,Fatty acid metabolism (hsa01212),Cell ferroptosis
987,unique01321,Q9UPY5,Q9BQ90,ICD-11: 2C73,.,unique01321,KLHDC3 expression is elevated in ovarian cancer. KLHDC3 suppresses ferroptosis in vitro and supports tumor growth in vivo by relieving p14ARF-mediated suppression of SLC7A11 transcription.,.,.,.,Up regulation,Suppressor,Suppressor,"4-6-week-old female BALB/c nu/nu mice obtained from SLAC Laboratory Animal Co., Ltd. were bred and maintained in our institutional pathogen-free mouse facilities. Ovarian tumors were established by subcutaneously injecting 5 x 10<sup>6</sup> SKOV3 cells in 100 ul of PBS buffer into the right flank of 6-week-old nude mice (four mice for each group). At the end of 3 weeks, mice were killed and in vivo solid tumors were dissected and weighed.",REF000574,ICD-11: 2C73,Ovarian cancer,CELL00057; CELL00056; CELL00128; CELL00608; CELL00220; CELL00049; CELL00012; CELL00002; CELL00045; CELL00098; CELL00561; CELL00304; CELL00299,293T; H1299; SKOV3; OVCAR-3; SJSA; HeLa; Huh-7; MCF-7; A549; Hep3B; CT26; L02; HCCLM3,Ubiquitin mediated proteolysis (hsa04120); Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216); Apoptosis (hsa04210),Cell ferroptosis; Cell apoptosis; Cell growth
988,unique01457,Q9UPY5,MIMAT0003253,ICD-11: 2C73,.,unique01457,"ADAMTS9-AS1 regulated SLC7A11 expression through miR-587, thereby affecting ferroptosis, proliferation and migration of Epithelial ovarian cancer cells.",.,.,.,Down regulation,Driver,Suppressor,.,REF000690,ICD-11: 2C73,Epithelial ovarian cancer,CELL00263; CELL00608; CELL00079,ES-2; OVCAR3; CAOV-3,Fatty acid metabolism (hsa01212); Ferroptosis (hsa04216),Cell ferroptosis; Cell proliferation; Cell migration
989,unique01718,Q9UPY5,MIMAT0000460,ICD-11: 2C73,.,unique01718,"circSnx12 can be a molecular sponge of miR-194-5p, which targets SLC7A11. According to our findings, circSnx12 ameliorates cisplatin resistance by blocking ferroptosis via a miR-194-5p/SLC7A11 pathway. CircARNT2 may thus serve as an effective therapeutic target for overcoming cisplatin resistance in ovarian cancer.",.,.,.,Down regulation,Driver,Suppressor,.,REF000937,ICD-11: 2C73,Ovarian cancer,CELL00128; CELL00070,SKOV3; A2780,Fatty acid metabolism (hsa01212),Cell ferroptosis
